name,year,month,lue,t_opt,t1,t2,t,W
Cairns,2015,5,2.4842388407414675,27.097180978133412,0.9748013253455925,0.8909505022090348,23.005200979815523,1.1452044628866824
Cairns,2015,6,3.06502700817572,27.097180978133412,0.9748013253455925,0.838916859399805,21.751281049445794,1.5
Cairns,2015,7,2.158193709245429,27.097180978133412,0.9748013253455925,0.7687844752978787,20.303289156064462,1.153932369641407
Cairns,2015,8,2.011090807620165,27.097180978133412,0.9748013253455925,0.7953692937719742,20.830660079570567,1.0393831059537362
Cairns,2015,9,2.030377809880945,27.097180978133412,0.9748013253455925,0.8540080118100389,22.094472710504018,0.9764179974030033
Cairns,2015,10,2.299667057879083,27.097180978133412,0.9748013253455925,0.8728796152366184,22.543519152746164,1.0812916651534437
Cairns,2015,11,2.5375820520917367,27.097180978133412,0.9748013253455925,0.954259941771901,24.995000215475226,1.0908842605231177
Cairns,2015,12,3.5174489374360887,27.097180978133412,0.9748013253455925,0.9621051524725006,25.320797102291824,1.5
Cairns,2016,1,3.5907514907218463,26.58078751340778,0.97832566069724,0.9912235531162353,26.58078751340778,1.4808419792908154
Cairns,2016,2,3.534741727210581,26.58078751340778,0.97832566069724,0.9961520236504979,27.36871301678605,1.4505103086054651
Cairns,2016,3,3.620051853229132,26.58078751340778,0.97832566069724,0.9866263118117204,26.16993644932377,1.5
Cairns,2016,4,3.291042696282577,26.58078751340778,0.97832566069724,0.9645180479715854,24.91198445848108,1.395141417555016
Cairns,2016,5,2.831935165134177,26.58078751340778,0.97832566069724,0.9503355305118735,24.32685120457465,1.2185130258135712
Cairns,2016,6,2.883232656380143,26.58078751340778,0.97832566069724,0.8956534857844258,22.612952404526013,1.3169962015297298
Cairns,2016,7,2.741358570661169,26.58078751340778,0.97832566069724,0.8547041295900077,21.594423127961694,1.3127928166055713
Cairns,2016,8,2.366446932156768,26.58078751340778,0.97832566069724,0.8231337015595824,20.890603044758368,1.176542785814499
Cairns,2016,9,2.5228684491440636,26.58078751340778,0.97832566069724,0.9187964662458069,23.267395142285963,1.122453710326795
Cairns,2016,10,2.4294759597374065,26.58078751340778,0.97832566069724,0.9410416215208104,23.987408707146958,1.0556143605752792
Cairns,2016,11,2.0368911397717544,26.58078751340778,0.97832566069724,0.9704798708747377,25.19287827506721,0.857892587891605
Cairns,2016,12,2.172892304095085,26.58078751340778,0.97832566069724,0.9833718128667648,25.933052123155438,0.9031308565975049
Cairns,2017,1,3.636590638586785,26.60430662013638,0.9781693249682727,0.9912235531162353,26.60430662013638,1.5
Cairns,2017,2,3.631704564115679,26.60430662013638,0.9781693249682727,0.9899482100090822,26.478029645865,1.5
Cairns,2017,3,3.64560344043856,26.60430662013638,0.9781693249682727,0.9938124071298124,26.920768489691955,1.499887410323524
Cairns,2017,4,3.37649977350041,26.60430662013638,0.9781693249682727,0.9518801362026599,24.41143384248159,1.4510754988791603
Cairns,2017,5,3.2835667795721952,26.60430662013638,0.9781693249682727,0.9005967958727991,22.770029833615308,1.4917187693216036
Cairns,2017,6,2.4392621642152084,26.60430662013638,0.9781693249682727,0.8191373424791091,20.830093316044216,1.2194777002810213
Cairns,2017,7,2.3985302628688165,26.60430662013638,0.9781693249682727,0.8460034672736341,21.417964533815407,1.1604518455217683
Cairns,2017,8,2.1051108902739757,26.60430662013638,0.9781693249682727,0.8567754625655151,21.66662927639728,1.0059397084104669
Cairns,2017,9,2.2127625919481355,26.60430662013638,0.9781693249682727,0.8810531962798621,22.255263464259798,1.027690259607309
Cairns,2017,10,3.393713179436028,26.60430662013638,0.9781693249682727,0.9368141962234258,23.86503950080053,1.4812846870806466
Cairns,2017,11,2.7421017739411595,26.60430662013638,0.9781693249682727,0.9545514174044675,24.513650895028203,1.1744467798354088
Cairns,2017,12,2.147715326173494,26.60430662013638,0.9781693249682727,0.9838411713825564,25.988290673334095,0.8924031045444256
Cairns,2018,1,3.6488826632510696,26.083145138537148,0.9814730108591481,0.9912235531162353,26.083145138537148,1.5
Cairns,2018,2,3.6535167351974844,26.083145138537148,0.9814730108591481,0.9925714460567954,26.237927156073894,1.5
Cairns,2018,3,3.621290243046168,26.083145138537148,0.9814730108591481,0.9837788202688353,25.46329728647431,1.5
Cairns,2018,4,3.340991219741802,26.083145138537148,0.9814730108591481,0.9702477708779759,24.68600891764081,1.4035642774707318
Cairns,2018,5,2.6549394950050007,26.083145138537148,0.9814730108591481,0.9063174021595349,22.40808239928995,1.19447621200961
Cairns,2018,6,2.3074418161961683,26.083145138537148,0.9814730108591481,0.8277350836470458,20.494219259749332,1.1377470506637881
Cairns,2018,7,2.254099624100435,26.083145138537148,0.9814730108591481,0.8350119693641678,20.651853604714248,1.1013663454633726
Cairns,2018,8,1.9613452211061264,26.083145138537148,0.9814730108591481,0.8478904954631038,20.941516736975206,0.9439342900331278
Cairns,2018,9,2.1458218445299613,26.083145138537148,0.9814730108591481,0.8935620566276784,22.058294690191634,0.9790825171451835
Cairns,2018,10,2.260767692881897,26.083145138537148,0.9814730108591481,0.9463028088793661,23.677899185157656,0.9733409343056778
Cairns,2018,11,1.849550398252193,26.083145138537148,0.9814730108591481,0.9878834090211487,25.77508546874197,0.7627603731115932
Cairns,2018,12,3.6560305790013494,26.083145138537148,0.9814730108591481,0.9931423159349512,26.306120788723234,1.5
Cairns,2019,1,3.655474020440051,25.784941416992112,0.9832348478253551,0.9912235531162353,25.784941416992112,1.5
Cairns,2019,2,3.675326079156332,25.784941416992112,0.9832348478253551,0.9966048334645319,26.989510158935698,1.5
Cairns,2019,3,3.646392428439788,25.784941416992112,0.9832348478253551,0.9886940893929944,25.544618468339532,1.5
Cairns,2019,4,3.537229355234777,25.784941416992112,0.9832348478253551,0.9678186553902731,24.268002588371925,1.4867118858307988
Cairns,2019,5,3.1718949835394903,25.784941416992112,0.9832348478253551,0.9324895190271996,22.901900516948857,1.3839329493126675
Cairns,2019,6,2.911141544678979,25.784941416992112,0.9832348478253551,0.8540271855222237,20.7824170647656,1.3875634734164888
Cairns,2019,7,2.3967295088347718,25.784941416992112,0.9832348478253551,0.8166813304924331,19.95765006278378,1.1948869160088016
Cairns,2019,8,2.418733320393091,25.784941416992112,0.9832348478253551,0.8356765200283492,20.367032879333532,1.1780584517197936
Cairns,2019,9,2.2149272796965827,25.784941416992112,0.9832348478253551,0.878051787836722,21.360405637650732,1.0267520153023704
Cairns,2019,10,2.5281002482216133,25.784941416992112,0.9832348478253551,0.9360248728196293,23.01929786496482,1.0982790601777819
Cairns,2019,11,2.1200831614714732,25.784941416992112,0.9832348478253551,0.9691954631587353,24.335466785404556,0.8894794812849772
Cairns,2019,12,2.7404298760814174,25.784941416992112,0.9832348478253551,0.9906793972342217,25.738038586282833,1.1249346298158691
Can Gio,2014,1,2.5252578821141847,25.105664576592616,0.9869627985113609,0.9912235531162353,25.105664576592616,1.0325098100922971
Can Gio,2014,2,2.2348814010205187,25.105664576592616,0.9869627985113609,0.9965376467054528,26.07282614826591,0.9089104144649324
Can Gio,2014,3,1.7042987251277395,25.105664576592616,0.9869627985113609,0.9765534885271531,28.268844472435603,0.7073346882522108
Can Gio,2014,4,1.843059784554355,25.105664576592616,0.9869627985113609,0.940441114100834,29.575616644526008,0.7942667119930219
Can Gio,2014,5,3.4718951666297535,25.105664576592616,0.9869627985113609,0.9391665492753971,29.61150954016713,1.4982456592028288
Can Gio,2014,6,3.6310291205945697,25.105664576592616,0.9869627985113609,0.9810653598089277,28.030745232451036,1.5
Can Gio,2014,7,3.66268983929029,25.105664576592616,0.9869627985113609,0.989619526933556,27.44748821301993,1.5
Can Gio,2014,8,3.648544399666345,25.105664576592616,0.9869627985113609,0.9865537750597676,27.68545536707816,1.498848907930311
Can Gio,2014,9,3.6589600291338766,25.105664576592616,0.9869627985113609,0.9886117946411317,27.5310085990292,1.5
Can Gio,2014,10,3.650433978965298,25.105664576592616,0.9869627985113609,0.9863082493242726,27.702682454710967,1.5
Can Gio,2014,11,3.196207609171039,25.105664576592616,0.9869627985113609,0.9836983853734457,27.87482698598064,1.3168199780074819
